0000.042	4.500	1.000
0024.548	5.000	1.000
00047.54	5.000	1.000
0075.043	5.500	1.000
0095.037	3.000	1.000
0119.044	4.000	1.000
00143.55	2.000	1.000
00168.04	4.000	1.000
0202.569	4.000	1.000
0227.042	6.000	1.000
0255.544	2.500	1.000
0281.548	6.000	1.000
0309.551	3.500	1.000
0333.541	5.500	1.000
0356.049	2.000	1.000
0375.045	4.000	1.000
0396.538	4.500	1.000
0422.043	2.500	1.000
0441.538	3.000	1.000
0462.049	3.500	1.000
00639.07	4.000	1.000
0661.079	5.000	1.000
0687.067	2.500	1.000
0707.578	2.000	1.000
00729.57	5.000	1.000
0760.569	3.500	1.000
0778.583	2.000	1.000
0801.075	4.500	1.000
0824.582	6.000	1.000
0849.571	4.000	1.000
0873.578	4.000	1.000
0898.567	5.500	1.000
0925.071	3.000	1.000
0948.579	2.500	1.000
0970.571	4.500	1.000
0997.075	6.000	1.000
1018.069	4.000	1.000
1046.071	3.500	1.000
01068.58	5.500	1.000
1096.083	3.000	1.000
1278.098	2.500	1.000
1301.606	3.000	1.000
1324.614	5.500	1.000
1347.106	5.000	1.000
1375.108	3.000	1.000
1399.098	2.000	1.000
1422.106	6.000	1.000
1447.112	3.500	1.000
1474.099	6.000	1.000
1497.606	4.500	1.000
001518.6	2.500	1.000
1537.113	2.000	1.000
1562.601	5.000	1.000
1587.607	4.000	1.000
1612.113	4.500	1.000
1633.107	5.500	1.000
1661.609	4.000	1.000
1685.099	4.000	1.000
1707.608	4.000	1.000
1734.611	3.500	1.000
